from,to,type,evidence_tag,note
BC-SKL-09029,BC-SKL-09034,hard_prerequisite,inferred,The Cartesian coordinate to extremise comes from the conversion.
BC-SKL-09033,BC-SKL-09034,supporting,inferred,The differentiation in theta is the one the slope computation sets up.
BC-SKL-09036,BC-SKL-09035,hard_prerequisite,inferred,The limits of the polar area integral are the bounding angles.
BC-SKL-09037,BC-SKL-09036,supporting,inferred,Consecutive zeros of r are one way the bounding angles are found.
BC-SKL-09035,BC-SKL-09038,hard_prerequisite,inferred,The integral must be set up before it is evaluated.
BC-SKL-09035,BC-SKL-09041,hard_prerequisite,inferred,The two curve integral is the single curve integral with the squares subtracted.
BC-SKL-09039,BC-SKL-09041,hard_prerequisite,inferred,The intersection angles are the limits.
BC-SKL-09040,BC-SKL-09041,hard_prerequisite,inferred,The order of subtraction is fixed by which radius is outer.
BC-SKL-09037,BC-SKL-09039,supporting,inferred,Zeros of r help select the angles that bound the region.
BC-SKL-09041,BC-SKL-09042,hard_prerequisite,inferred,The integral must be set up before it is evaluated.
BC-SKL-09038,BC-SKL-09042,supporting,inferred,Reporting to three decimal places repeats the single curve case.
BC-SKL-09035,BC-SKL-09043,hard_prerequisite,inferred,Each piece of the region is a polar area integral.
BC-SKL-09041,BC-SKL-09043,hard_prerequisite,inferred,A piece where the outer curve changes is a two curve polar area integral.
BC-SKL-02039,BC-SKL-09007,hard_prerequisite,inferred,Differentiating dy/dx as a quotient in the parameter uses the quotient rule.
BC-SKL-02036,BC-SKL-09007,supporting,inferred,The same derivative is often taken as a product instead.
BC-SKL-05030,BC-SKL-09010,hard_prerequisite,inferred,Concavity is read from the sign of a second derivative.
BC-SKL-06047,BC-SKL-09011,supporting,inferred,Parametric arc length integrands sometimes reduce under a substitution.
BC-SKL-06034,BC-SKL-09038,hard_prerequisite,inferred,A polar area integral done by hand is antidifferentiated and evaluated at the endpoints.
BC-SKL-06047,BC-SKL-09038,supporting,inferred,Polar area integrands are often rewritten by substitution before antidifferentiation.
