from,to,type,evidence_tag,note
BC-PRQ-04008,BC-SKL-04019,supporting,inferred,Prerequisite for Differentiate a relation with respect to time using the chain rule.
BC-PRQ-04008,BC-SKL-04020,supporting,inferred,Prerequisite for Apply the product rule inside a related rates differentiation.
BC-PRQ-04003,BC-SKL-04021,supporting,inferred,Prerequisite for Reduce the number of variables before differentiating.
BC-PRQ-04008,BC-SKL-04022,supporting,inferred,Prerequisite for Differentiate an implicitly defined curve with respect to time.
BC-PRQ-04008,BC-SKL-04023,supporting,inferred,Prerequisite for Substitute instantaneous values only after differentiating.
BC-PRQ-04007,BC-SKL-04024,supporting,inferred,Prerequisite for Solve the differentiated equation for the unknown rate.
BC-PRQ-04004,BC-SKL-04025,supporting,inferred,Prerequisite for Report a related rate with units and interpret its sign.
BC-PRQ-04007,BC-SKL-04026,supporting,inferred,Prerequisite for Compute a missing instantaneous value from the relating equation.
BC-PRQ-04008,BC-SKL-04027,supporting,inferred,Prerequisite for Distinguish quantities constant in time from quantities varying in time.
BC-PRQ-04006,BC-SKL-04028,supporting,inferred,Prerequisite for Write the equation of the tangent line at a point.
BC-PRQ-04006,BC-SKL-04029,supporting,inferred,Prerequisite for Approximate a function value with the tangent line.
BC-PRQ-04008,BC-SKL-04030,supporting,inferred,Prerequisite for Decide whether a tangent line approximation over or under estimates.
BC-PRQ-04008,BC-SKL-04031,supporting,inferred,Prerequisite for Justify the estimate direction with the sign of the second derivative.
BC-PRQ-04006,BC-SKL-04032,supporting,inferred,Prerequisite for Use a supplied derivative expression to obtain the slope at the point of tangency.
BC-PRQ-04008,BC-SKL-04033,supporting,inferred,Prerequisite for Verify that a limit has an indeterminate form.
BC-PRQ-04008,BC-SKL-04034,supporting,inferred,Prerequisite for State L'Hospital's rule with its hypotheses.
BC-PRQ-04008,BC-SKL-04035,supporting,inferred,Prerequisite for Apply the rule by differentiating numerator and denominator separately.
BC-PRQ-04008,BC-SKL-04036,supporting,inferred,Prerequisite for Evaluate the limit that the rule produces.
BC-PRQ-04008,BC-SKL-04037,supporting,inferred,Prerequisite for Apply the rule again when the form is still indeterminate.
BC-PRQ-04008,BC-SKL-04038,supporting,inferred,Prerequisite for Use differentiability to evaluate a limit of a given function.
BC-SKL-04001,BC-SKL-04002,hard_prerequisite,inferred,The units are part of the interpretation.
BC-SKL-04001,BC-SKL-04014,hard_prerequisite,inferred,A reported contextual rate carries its units.
BC-SKL-04001,BC-SKL-04004,hard_prerequisite,verified,The 2025 rubric scores the units of the approximation separately (sg-25:11).
BC-SKL-04002,BC-SKL-04005,supporting,inferred,The sign is one element of the interpretation.
BC-SKL-04013,BC-SKL-04014,hard_prerequisite,inferred,The quantity must be named before its rate is reported.
BC-SKL-04013,BC-SKL-04015,hard_prerequisite,inferred,Context vocabulary follows from naming the quantity.
BC-SKL-04014,BC-SKL-04016,hard_prerequisite,inferred,The rate expression must exist before its end behaviour is taken.
BC-SKL-04006,BC-SKL-04007,hard_prerequisite,inferred,Acceleration is the derivative of velocity.
BC-SKL-04006,BC-SKL-04009,hard_prerequisite,inferred,The sign analysis needs the velocity function.
BC-SKL-04008,BC-SKL-04010,hard_prerequisite,inferred,The speed question is about the size of the velocity.
BC-SKL-04007,BC-SKL-04010,hard_prerequisite,verified,The conclusion compares the signs of velocity and acceleration (crabbc-25:22).
BC-SKL-04009,BC-SKL-04012,hard_prerequisite,verified,The communicated analysis reports the sign of the velocity across the interval (crabbc-25:23).
BC-SKL-04011,BC-SKL-04012,hard_prerequisite,inferred,The zeros of the velocity split the interval the analysis covers.
BC-SKL-04017,BC-SKL-04018,hard_prerequisite,inferred,The quantities must be named before they can be related.
BC-SKL-04018,BC-SKL-04019,hard_prerequisite,inferred,There must be an equation before it can be differentiated.
BC-SKL-04018,BC-SKL-04021,hard_prerequisite,inferred,The reduction acts on the relating equation.
BC-SKL-04019,BC-SKL-04020,hard_prerequisite,verified,BC-EK-CHA-3D2 names the product rule as sometimes necessary in this differentiation.
BC-SKL-04019,BC-SKL-04022,hard_prerequisite,inferred,Differentiating a curve with respect to time is the same operation on an implicit relation.
BC-SKL-04019,BC-SKL-04023,hard_prerequisite,inferred,The substitution follows the differentiation by definition.
BC-SKL-04027,BC-SKL-04023,hard_prerequisite,inferred,Only quantities constant in time may be substituted earlier.
BC-SKL-04023,BC-SKL-04024,hard_prerequisite,inferred,The values must be in place before the rate is isolated.
BC-SKL-04026,BC-SKL-04024,supporting,inferred,A missing value is recovered before the substitution is completed.
BC-SKL-04018,BC-SKL-04026,hard_prerequisite,inferred,The missing value is computed from the relating equation.
BC-SKL-04024,BC-SKL-04025,hard_prerequisite,inferred,The value must exist before it is interpreted.
BC-SKL-04032,BC-SKL-04028,hard_prerequisite,inferred,The slope is needed before the line can be written.
BC-SKL-04028,BC-SKL-04029,hard_prerequisite,inferred,The line must exist before it is evaluated.
BC-SKL-04029,BC-SKL-04030,hard_prerequisite,inferred,The error direction is a judgement about an approximation already made.
BC-SKL-04030,BC-SKL-04031,hard_prerequisite,verified,BC-EK-CHA-3F2 ties the judgement to the behaviour of the function near the point.
BC-SKL-04038,BC-SKL-04033,supporting,verified,Continuity from differentiability supplies the numerator limit (sg-23:14).
BC-SKL-04033,BC-SKL-04034,supporting,inferred,Stating the rule and verifying its hypothesis are separately assessed.
BC-SKL-04034,BC-SKL-04035,hard_prerequisite,verified,The 2023 rubric awards the application point only after the form point (sg-23:14).
BC-SKL-04035,BC-SKL-04036,hard_prerequisite,inferred,The new limit must be formed before it is evaluated.
BC-SKL-04033,BC-SKL-04037,hard_prerequisite,inferred,A second application requires the form to be verified again.
BC-TOP-0301,BC-SKL-04019,hard_prerequisite,verified,"BC-EK-CHA-3D1 states that the chain rule is the basis for differentiating variables in a related rates problem; no Unit 3 skill id existed when the edge was written, so the topic id stands in for BC-SKL-03002; unmapped"
BC-TOP-0302,BC-SKL-04022,hard_prerequisite,verified,Differentiating a curve with respect to time reuses the implicit differentiation procedure; the topic id stands in for BC-SKL-03007 through BC-SKL-03010; unmapped
BC-TOP-0208,BC-SKL-04020,hard_prerequisite,verified,BC-EK-CHA-3D2 names the product rule; the topic id stands in for the Unit 2 skill; unmapped
BC-TOP-0209,BC-SKL-04020,supporting,verified,BC-EK-CHA-3D2 names the quotient rule alongside the product rule; the topic id stands in for the Unit 2 skill; unmapped
BC-TOP-0302,BC-SKL-04032,supporting,inferred,An implicitly supplied derivative is evaluated at the point of tangency; the topic id stands in for BC-SKL-03011; unmapped
BC-TOP-0306,BC-SKL-04031,supporting,inferred,The concavity justification needs the second derivative; the topic id stands in for BC-SKL-03030; unmapped
BC-SKL-03028,BC-SKL-04035,supporting,inferred,The numerator and denominator may need different differentiation rules; the topic id stands in for BC-SKL-03028.
BC-TOP-0201,BC-SKL-04004,hard_prerequisite,inferred,The approximation is an average rate of change; the topic id stands in for the Unit 2 skill; unmapped
BC-TOP-0202,BC-SKL-04006,hard_prerequisite,inferred,Velocity is the derivative of position in the notation of Unit 2; the topic id stands in for the Unit 2 skill; unmapped
BC-TOP-0102,BC-SKL-04033,hard_prerequisite,inferred,Evaluating the numerator and denominator limits is a Unit 1 skill; the topic id stands in for it; unmapped
BC-SKL-01060,BC-SKL-04016,hard_prerequisite,inferred,The end behaviour of a rate is a limit at infinity; the topic id stands in for the Unit 1 skill.
BC-TOP-0111,BC-SKL-04038,hard_prerequisite,inferred,Continuity at a point supplies the limit of the numerator; the topic id stands in for the Unit 1 skill; unmapped
BC-TOP-0506,BC-SKL-04030,supporting,inferred,Concavity is established in Unit 5; the topic id stands in for that skill; unmapped
