from,to,type,evidence_tag,note
BC-SKL-07029,BC-SKL-07030,hard_prerequisite,inferred,Prerequisite for Resolve an absolute value or a sign ambiguity from the initial condition.
BC-PRQ-07004,BC-SKL-07030,supporting,inferred,Prerequisite for Resolve an absolute value or a sign ambiguity from the initial condition.
BC-SKL-07027,BC-SKL-07031,hard_prerequisite,inferred,Prerequisite for State the domain restriction the initial condition selects.
BC-PRQ-05003,BC-SKL-07031,supporting,inferred,Prerequisite for State the domain restriction the initial condition selects.
BC-SKL-07004,BC-SKL-07032,hard_prerequisite,inferred,Prerequisite for Write a particular solution as an accumulation function.
BC-SKL-06044,BC-SKL-07032,hard_prerequisite,inferred,Prerequisite for Write a particular solution as an accumulation function.
BC-SKL-07029,BC-SKL-07033,hard_prerequisite,inferred,Prerequisite for Distinguish the general solution family from the particular solution.
BC-SKL-07009,BC-SKL-07033,hard_prerequisite,inferred,Prerequisite for Distinguish the general solution family from the particular solution.
BC-SKL-07001,BC-SKL-07034,hard_prerequisite,inferred,Prerequisite for Write the exponential model from a proportionality statement.
BC-PRQ-07003,BC-SKL-07034,supporting,inferred,Prerequisite for Write the exponential model from a proportionality statement.
BC-SKL-07034,BC-SKL-07035,hard_prerequisite,inferred,Prerequisite for Produce the exponential solution from the model and the initial value.
BC-SKL-07027,BC-SKL-07035,hard_prerequisite,inferred,Prerequisite for Produce the exponential solution from the model and the initial value.
BC-SKL-07029,BC-SKL-07035,hard_prerequisite,inferred,Prerequisite for Produce the exponential solution from the model and the initial value.
BC-SKL-07035,BC-SKL-07036,hard_prerequisite,inferred,Prerequisite for Determine the constant of proportionality from a second data pair.
BC-PRQ-07001,BC-SKL-07036,supporting,inferred,Prerequisite for Determine the constant of proportionality from a second data pair.
BC-PRQ-06003,BC-SKL-07036,supporting,inferred,Prerequisite for Determine the constant of proportionality from a second data pair.
BC-SKL-07036,BC-SKL-07037,hard_prerequisite,inferred,Prerequisite for Interpret the sign and size of the constant in context.
BC-SKL-07003,BC-SKL-07037,hard_prerequisite,inferred,Prerequisite for Interpret the sign and size of the constant in context.
BC-SKL-07029,BC-SKL-07038,hard_prerequisite,inferred,Prerequisite for Apply a differential equation model to motion along a line.
BC-SKL-07032,BC-SKL-07038,hard_prerequisite,inferred,Prerequisite for Apply a differential equation model to motion along a line.
BC-PRQ-07003,BC-SKL-07039,supporting,inferred,Prerequisite for Write the logistic equation from a joint proportionality statement.
BC-SKL-07001,BC-SKL-07039,hard_prerequisite,inferred,Prerequisite for Write the logistic equation from a joint proportionality statement.
BC-SKL-07039,BC-SKL-07040,hard_prerequisite,inferred,Prerequisite for Identify the carrying capacity from the form of the equation.
BC-PRQ-05001,BC-SKL-07040,supporting,inferred,Prerequisite for Identify the carrying capacity from the form of the equation.
BC-SKL-07040,BC-SKL-07041,hard_prerequisite,inferred,Prerequisite for Determine the limiting value without solving the equation.
BC-SKL-07017,BC-SKL-07041,hard_prerequisite,inferred,Prerequisite for Determine the limiting value without solving the equation.
BC-SKL-07040,BC-SKL-07042,hard_prerequisite,inferred,Prerequisite for Determine the value at which the quantity changes fastest.
BC-SKL-05052,BC-SKL-07042,hard_prerequisite,inferred,Prerequisite for Determine the value at which the quantity changes fastest.
BC-SKL-07041,BC-SKL-07043,hard_prerequisite,inferred,Prerequisite for Interpret a logistic model in context.
BC-SKL-07042,BC-SKL-07043,hard_prerequisite,inferred,Prerequisite for Interpret a logistic model in context.
BC-SKL-07003,BC-SKL-07043,hard_prerequisite,inferred,Prerequisite for Interpret a logistic model in context.
BC-TOP-0205,BC-SKL-07006,hard_prerequisite,inferred,"Differentiating a given function, a Unit 2 skill not yet in data/skills.json; the topic id stands in for it; unmapped"
BC-TOP-0301,BC-SKL-07018,hard_prerequisite,inferred,"The chain rule applied to the dependent variable, a Unit 3 skill not yet in data/skills.json; the topic id stands in for it; unmapped"
BC-SKL-04030,BC-SKL-07020,supporting,inferred,"Tangent line approximation, a Unit 4 skill not yet in data/skills.json; the topic id stands in for it."
BC-SKL-04030,BC-SKL-07023,supporting,inferred,"Reading an approximation as an over or under estimate through concavity, a Unit 4 idea not yet in data/skills.json; the topic id stands in for it."
BC-SKL-05014,BC-SKL-07018,supporting,inferred,"Reading monotonicity from the sign of a derivative expression, the Unit 5 skill this one applies to a solution never written down."
BC-SKL-05030,BC-SKL-07018,supporting,inferred,"Reading concavity from the sign of a second derivative, the Unit 5 skill this one applies to a solution never written down."
BC-SKL-05046,BC-SKL-07023,supporting,inferred,"Translating a second derivative statement into a statement about shape, the Unit 5 skill behind the direction of an Euler error."
BC-SKL-05052,BC-SKL-07042,hard_prerequisite,inferred,"Differentiating an objective and solving for critical points, the Unit 5 skill that maximises the logistic rate."
BC-SKL-06034,BC-SKL-07025,hard_prerequisite,inferred,"Evaluating an antiderivative, the Unit 6 skill both sides of a separated equation need."
BC-SKL-06047,BC-SKL-07025,supporting,inferred,"Antidifferentiation by substitution, needed when the independent side of a separated equation is a composite."
BC-SKL-06044,BC-SKL-07029,hard_prerequisite,inferred,"Determining the constant of integration from an initial condition, recorded in Unit 6."
BC-SKL-07038,BC-TOP-0802,supporting,inferred,Motion along a line solved from a differential equation feeds the Unit 8 treatment of motion as accumulation; the topic id stands in for the Unit 8 skill; unmapped
BC-SKL-07032,BC-SKL-09018,supporting,inferred,A particular solution in accumulation form is how a parametric motion question recovers a coordinate; the topic id stands in for the Unit 9 skill
BC-SKL-07018,BC-SKL-10044,supporting,inferred,The second derivative of a solution is the quadratic coefficient of a Taylor polynomial; the topic id stands in for the Unit 10 skill
