from,to,type,evidence_tag,note
BC-SKL-05020,BC-SKL-05038,hard_prerequisite,inferred,Prerequisite for Extend a sole relative extremum to an absolute extremum on the interval.
BC-SKL-05020,BC-SKL-05039,hard_prerequisite,inferred,Prerequisite for Choose between the first and second derivative tests for a given presentation.
BC-SKL-05036,BC-SKL-05039,hard_prerequisite,inferred,Prerequisite for Choose between the first and second derivative tests for a given presentation.
BC-PRQ-05006,BC-SKL-05040,supporting,inferred,Prerequisite for Sketch the graph of the derivative from the graph of a function.
BC-SKL-05015,BC-SKL-05041,hard_prerequisite,inferred,Prerequisite for Sketch a possible graph of a function from the graph of its derivative.
BC-SKL-05031,BC-SKL-05041,hard_prerequisite,inferred,Prerequisite for Sketch a possible graph of a function from the graph of its derivative.
BC-SKL-05015,BC-SKL-05042,hard_prerequisite,inferred,Prerequisite for Match a named feature of a function with the corresponding feature of its derivative.
BC-SKL-05031,BC-SKL-05042,hard_prerequisite,inferred,Prerequisite for Match a named feature of a function with the corresponding feature of its derivative.
BC-SKL-05041,BC-SKL-05043,hard_prerequisite,inferred,Prerequisite for Place extrema and points of inflection consistently on a sketch.
BC-SKL-05033,BC-SKL-05043,hard_prerequisite,inferred,Prerequisite for Place extrema and points of inflection consistently on a sketch.
BC-SKL-05041,BC-SKL-05044,hard_prerequisite,inferred,Prerequisite for Recognise the vertical shift ambiguity when a curve is drawn from its derivative.
BC-SKL-05042,BC-SKL-05045,hard_prerequisite,inferred,"Prerequisite for Identify which of several graphs is the function, the derivative, and the second derivative."
BC-SKL-05031,BC-SKL-05046,hard_prerequisite,inferred,Prerequisite for Translate a statement about the second derivative into a statement about shape.
BC-SKL-05016,BC-SKL-05047,hard_prerequisite,inferred,Prerequisite for Build a combined sign table for the first and second derivatives.
BC-SKL-05030,BC-SKL-05047,hard_prerequisite,inferred,Prerequisite for Build a combined sign table for the first and second derivatives.
BC-SKL-05047,BC-SKL-05048,hard_prerequisite,inferred,Prerequisite for Answer a question about a function from tabulated derivative values.
BC-PRQ-06005,BC-SKL-05048,supporting,inferred,Prerequisite for Answer a question about a function from tabulated derivative values.
BC-PRQ-05005,BC-SKL-05049,supporting,inferred,Prerequisite for Name the quantity to be optimised and assign the variables.
BC-SKL-05049,BC-SKL-05050,hard_prerequisite,inferred,Prerequisite for Use the constraint to write the objective as a function of one variable.
BC-PRQ-05005,BC-SKL-05050,supporting,inferred,Prerequisite for Use the constraint to write the objective as a function of one variable.
BC-SKL-05050,BC-SKL-05051,hard_prerequisite,inferred,Prerequisite for Determine the domain of the objective from the context.
BC-PRQ-05003,BC-SKL-05051,supporting,inferred,Prerequisite for Determine the domain of the objective from the context.
BC-SKL-05050,BC-SKL-05052,hard_prerequisite,inferred,Prerequisite for Differentiate the objective and solve for critical points.
BC-SKL-05010,BC-SKL-05052,hard_prerequisite,inferred,Prerequisite for Differentiate the objective and solve for critical points.
BC-SKL-05052,BC-SKL-05053,hard_prerequisite,inferred,Prerequisite for Verify that the critical point gives the required extremum on the domain.
BC-SKL-05028,BC-SKL-05053,hard_prerequisite,inferred,Prerequisite for Verify that the critical point gives the required extremum on the domain.
BC-SKL-05038,BC-SKL-05053,hard_prerequisite,inferred,Prerequisite for Verify that the critical point gives the required extremum on the domain.
BC-SKL-05053,BC-SKL-05054,hard_prerequisite,inferred,Prerequisite for Report the optimal value with its units and the input where it occurs.
BC-SKL-05054,BC-SKL-05055,hard_prerequisite,inferred,Prerequisite for Interpret the optimal value as a statement about the situation.
BC-SKL-05051,BC-SKL-05056,hard_prerequisite,inferred,Prerequisite for Check the optimum against the endpoints of the contextual domain.
BC-SKL-05028,BC-SKL-05056,hard_prerequisite,inferred,Prerequisite for Check the optimum against the endpoints of the contextual domain.
BC-SKL-05054,BC-SKL-05057,hard_prerequisite,inferred,Prerequisite for Answer the question asked in an applied optimisation.
BC-PRQ-05007,BC-SKL-05058,supporting,inferred,Prerequisite for Determine where the derivative of an implicit relation equals zero.
BC-PRQ-05001,BC-SKL-05058,supporting,inferred,Prerequisite for Determine where the derivative of an implicit relation equals zero.
BC-PRQ-05007,BC-SKL-05059,supporting,inferred,Prerequisite for Determine where the derivative of an implicit relation fails to exist.
BC-PRQ-05001,BC-SKL-05059,supporting,inferred,Prerequisite for Determine where the derivative of an implicit relation fails to exist.
BC-SKL-05058,BC-SKL-05060,hard_prerequisite,inferred,Prerequisite for Solve the defining relation and the derived condition together.
BC-SKL-05059,BC-SKL-05060,hard_prerequisite,inferred,Prerequisite for Solve the defining relation and the derived condition together.
BC-PRQ-05007,BC-SKL-05060,supporting,inferred,Prerequisite for Solve the defining relation and the derived condition together.
BC-PRQ-05007,BC-SKL-05061,supporting,inferred,Prerequisite for Compute a second derivative of an implicit relation.
BC-SKL-05061,BC-SKL-05062,hard_prerequisite,inferred,Prerequisite for Substitute the derivative expression to evaluate a second derivative at a point.
BC-SKL-05062,BC-SKL-05063,hard_prerequisite,inferred,Prerequisite for Classify a critical point of an implicit relation using the second derivative.
BC-SKL-05036,BC-SKL-05063,hard_prerequisite,inferred,Prerequisite for Classify a critical point of an implicit relation using the second derivative.
BC-TOP-0102,BC-SKL-05002,hard_prerequisite,inferred,"Continuity on an interval, a Unit 1 skill not yet in data/skills.json; the topic id stands in for it; unmapped"
BC-TOP-0102,BC-SKL-05008,hard_prerequisite,inferred,"Continuity on a closed interval, a Unit 1 skill not yet in data/skills.json; the topic id stands in for it; unmapped"
BC-TOP-0115,BC-SKL-05011,supporting,inferred,"Classifying points of non-differentiability, a Unit 2 idea not yet in data/skills.json; the topic id stands in for it; unmapped"
BC-SKL-02027,BC-SKL-05014,hard_prerequisite,inferred,"Differentiating with the power rule, a Unit 2 skill not yet in data/skills.json; the topic id stands in for it."
BC-TOP-0205,BC-SKL-05030,hard_prerequisite,inferred,"Producing a second derivative, a Unit 2 skill not yet in data/skills.json; the topic id stands in for it; unmapped"
BC-TOP-0301,BC-SKL-05061,hard_prerequisite,inferred,"The chain rule, a Unit 3 skill not yet in data/skills.json; the topic id stands in for it; unmapped"
BC-SKL-03014,BC-SKL-05058,hard_prerequisite,inferred,"Implicit differentiation, a Unit 3 skill not yet in data/skills.json; the topic id stands in for it."
BC-SKL-03014,BC-SKL-05061,hard_prerequisite,inferred,"Implicit differentiation, a Unit 3 skill not yet in data/skills.json; the topic id stands in for it."
BC-TOP-0402,BC-SKL-05049,supporting,inferred,"Building a model from a verbal situation, a Unit 4 skill not yet in data/skills.json; the topic id stands in for it; unmapped"
BC-SKL-04030,BC-SKL-05046,supporting,inferred,"Reading a tangent line approximation against concavity, a Unit 4 idea not yet in data/skills.json; the topic id stands in for it."
BC-SKL-06021,BC-SKL-05010,supporting,inferred,"The Fundamental Theorem of Calculus supplies the derivative when the function is an accumulation, which is how BC-QA-05007 presents it."
BC-SKL-06023,BC-SKL-05020,supporting,inferred,The Unit 6 record for applying the first derivative test to an accumulation function depends on this skill and is recorded there.
BC-SKL-06025,BC-SKL-05033,supporting,inferred,The Unit 6 record for concavity of an accumulation function depends on this skill and is recorded there.
BC-SKL-06026,BC-SKL-05028,supporting,inferred,The Unit 6 record for the candidates test on an accumulation function depends on this skill and is recorded there.
