from,to,type,evidence_tag,note
BC-PRQ-06005,BC-SKL-10037,supporting,inferred,Prerequisite for Use absolute convergence to conclude convergence.
BC-PRQ-06005,BC-SKL-10038,supporting,inferred,Prerequisite for State the effect of rearrangement on an absolutely convergent series.
BC-PRQ-06005,BC-SKL-10039,supporting,inferred,Prerequisite for Confirm the alternating series test conditions before bounding the error.
BC-PRQ-10008,BC-SKL-10040,supporting,inferred,Prerequisite for Identify the first omitted term of the partial sum.
BC-PRQ-10003,BC-SKL-10040,supporting,inferred,Prerequisite for Identify the first omitted term of the partial sum.
BC-PRQ-06002,BC-SKL-10041,supporting,inferred,Prerequisite for Evaluate the bounding term at the given input.
BC-PRQ-10008,BC-SKL-10041,supporting,inferred,Prerequisite for Evaluate the bounding term at the given input.
BC-PRQ-10001,BC-SKL-10042,supporting,inferred,Prerequisite for Compare the error bound with a stated tolerance.
BC-PRQ-06005,BC-SKL-10043,supporting,inferred,Prerequisite for Compute successive derivatives of a function at the centre.
BC-PRQ-10002,BC-SKL-10044,supporting,inferred,Prerequisite for Build a Taylor polynomial from derivative values at the centre.
BC-PRQ-10002,BC-SKL-10045,supporting,inferred,Prerequisite for Build a Taylor polynomial from a table of derivative values.
BC-PRQ-06005,BC-SKL-10045,supporting,inferred,Prerequisite for Build a Taylor polynomial from a table of derivative values.
BC-PRQ-10002,BC-SKL-10046,supporting,inferred,Prerequisite for Write a Maclaurin polynomial as the Taylor polynomial about zero.
BC-PRQ-10002,BC-SKL-10047,supporting,inferred,Prerequisite for Build a Taylor polynomial for a related function from a known series.
BC-PRQ-06005,BC-SKL-10047,supporting,inferred,Prerequisite for Build a Taylor polynomial for a related function from a known series.
BC-PRQ-06005,BC-SKL-10048,supporting,inferred,Prerequisite for Approximate a function value with a Taylor polynomial.
BC-PRQ-06005,BC-SKL-10049,supporting,inferred,Prerequisite for Identify the maximum of the next derivative on the interval.
BC-PRQ-10002,BC-SKL-10050,supporting,inferred,Prerequisite for Write the Lagrange error bound in the correct form.
BC-PRQ-06002,BC-SKL-10050,supporting,inferred,Prerequisite for Write the Lagrange error bound in the correct form.
BC-PRQ-10001,BC-SKL-10051,supporting,inferred,Prerequisite for Compare the Lagrange bound with a stated tolerance.
BC-PRQ-10002,BC-SKL-10051,supporting,inferred,Prerequisite for Compare the Lagrange bound with a stated tolerance.
BC-PRQ-06005,BC-SKL-10052,supporting,inferred,Prerequisite for Choose between the Lagrange and alternating series error bounds.
BC-PRQ-10008,BC-SKL-10053,supporting,inferred,Prerequisite for Identify a power series and its centre.
BC-PRQ-10002,BC-SKL-10054,supporting,inferred,Prerequisite for Apply the ratio test to a power series.
BC-PRQ-10007,BC-SKL-10054,supporting,inferred,Prerequisite for Apply the ratio test to a power series.
BC-PRQ-10004,BC-SKL-10054,supporting,inferred,Prerequisite for Apply the ratio test to a power series.
BC-PRQ-10001,BC-SKL-10055,supporting,inferred,Prerequisite for Solve the ratio inequality for the interior of the interval.
BC-PRQ-10006,BC-SKL-10055,supporting,inferred,Prerequisite for Solve the ratio inequality for the interior of the interval.
BC-PRQ-10001,BC-SKL-10056,supporting,inferred,Prerequisite for State the radius of convergence explicitly.
BC-PRQ-10008,BC-SKL-10057,supporting,inferred,Prerequisite for Substitute each endpoint to produce the two numerical series.
BC-PRQ-06002,BC-SKL-10057,supporting,inferred,Prerequisite for Substitute each endpoint to produce the two numerical series.
BC-PRQ-06005,BC-SKL-10058,supporting,inferred,Prerequisite for Test each endpoint series with an appropriate test.
BC-PRQ-10006,BC-SKL-10059,supporting,inferred,Prerequisite for State the interval of convergence with the correct endpoint inclusion.
BC-PRQ-10008,BC-SKL-10060,supporting,inferred,Prerequisite for Write the general term of a Taylor series.
BC-PRQ-10003,BC-SKL-10060,supporting,inferred,Prerequisite for Write the general term of a Taylor series.
BC-PRQ-10002,BC-SKL-10061,supporting,inferred,Prerequisite for Recall the Maclaurin series for the exponential function.
BC-PRQ-10002,BC-SKL-10062,supporting,inferred,Prerequisite for Recall the Maclaurin series for sine and cosine.
BC-PRQ-10008,BC-SKL-10062,supporting,inferred,Prerequisite for Recall the Maclaurin series for sine and cosine.
BC-PRQ-10005,BC-SKL-10063,supporting,inferred,Prerequisite for Recall the Maclaurin series for one over one minus x.
BC-PRQ-06002,BC-SKL-10064,supporting,inferred,Prerequisite for Construct a Maclaurin series by substitution into a known series.
BC-PRQ-10007,BC-SKL-10064,supporting,inferred,Prerequisite for Construct a Maclaurin series by substitution into a known series.
BC-PRQ-06002,BC-SKL-10065,supporting,inferred,Prerequisite for Construct a series by multiplying a known series by an expression.
BC-PRQ-10008,BC-SKL-10066,supporting,inferred,Prerequisite for Evaluate a Taylor series at a point to obtain a numerical series.
BC-PRQ-06002,BC-SKL-10066,supporting,inferred,Prerequisite for Evaluate a Taylor series at a point to obtain a numerical series.
BC-PRQ-06005,BC-SKL-10067,supporting,inferred,Prerequisite for Identify a Taylor polynomial as a partial sum of the Taylor series.
BC-PRQ-06002,BC-SKL-10068,supporting,inferred,Prerequisite for Differentiate a power series term by term.
BC-PRQ-10008,BC-SKL-10068,supporting,inferred,Prerequisite for Differentiate a power series term by term.
BC-PRQ-06002,BC-SKL-10069,supporting,inferred,Prerequisite for Integrate a power series term by term and determine the constant.
BC-PRQ-06013,BC-SKL-10069,supporting,inferred,Prerequisite for Integrate a power series term by term and determine the constant.
BC-PRQ-06005,BC-SKL-10070,supporting,inferred,Prerequisite for Apply the preserved radius to a differentiated or integrated series.
BC-PRQ-10008,BC-SKL-10071,supporting,inferred,Prerequisite for Recheck the endpoints for a derived power series.
BC-PRQ-10006,BC-SKL-10071,supporting,inferred,Prerequisite for Recheck the endpoints for a derived power series.
BC-PRQ-10005,BC-SKL-10072,supporting,inferred,Prerequisite for Represent a power series in closed form by recognising a geometric series.
BC-PRQ-10001,BC-SKL-10072,supporting,inferred,Prerequisite for Represent a power series in closed form by recognising a geometric series.
BC-PRQ-10006,BC-SKL-10073,supporting,inferred,Prerequisite for Decide whether a series converges to the function at a stated input.
