from,to,type,evidence_tag,note
BC-SKL-06034,BC-SKL-08001,hard_prerequisite,verified,Evaluating a definite integral by antidifferentiation and endpoint substitution underlies the average value computation.
BC-SKL-06038,BC-SKL-08001,hard_prerequisite,verified,The Unit 6 average value skill is the same computation introduced with accumulation.
BC-SKL-06028,BC-SKL-08002,hard_prerequisite,verified,Evaluating a definite integral from a graph by geometry supports the average value from a graph.
BC-SKL-06034,BC-SKL-08022,hard_prerequisite,verified,Evaluating a definite integral with the Fundamental Theorem of Calculus underlies every area and volume evaluation in this unit.
BC-SKL-06036,BC-SKL-08006,hard_prerequisite,verified,Computing net change from a rate over an interval is the displacement integral in the motion setting.
BC-SKL-06037,BC-SKL-08012,hard_prerequisite,verified,Computing a final value from an initial condition and an accumulated change is the Unit 6 form of this applied accumulation skill.
BC-SKL-06037,BC-SKL-08009,hard_prerequisite,verified,A position value from an initial position is the Unit 6 initial condition skill in the motion setting.
BC-SKL-06047,BC-SKL-08035,supporting,inferred,Substitution is often the antidifferentiation route for an expanded squared difference.
BC-SKL-06034,BC-SKL-08059,supporting,verified,Arc length integrals are definite integrals evaluated by the Fundamental Theorem of Calculus or with technology.
BC-SKL-05020,BC-SKL-08014,hard_prerequisite,inferred,The first derivative test from Unit 5 supplies the sign change argument for the maximum of an accumulated amount; no Unit 5 skill id exists yet.
BC-SKL-05028,BC-SKL-08014,hard_prerequisite,inferred,The candidates test from Unit 5 supplies the global argument required by the 2025 scoring guideline; no Unit 5 skill id exists yet
BC-SKL-02021,BC-SKL-08057,hard_prerequisite,inferred,Differentiating the given function precedes the arc length integrand; no Unit 2 skill id exists yet
BC-TOP-0402,BC-SKL-08011,supporting,inferred,"The rectilinear motion vocabulary of Unit 4 fixes the meanings of displacement, speed, and total distance; no Unit 4 skill id exists yet; unmapped"
