from,to,type,evidence_tag,note
BC-SKL-06034,BC-SKL-06038,hard_prerequisite,inferred,Prerequisite for Compute the average value of a function on an interval.
BC-SKL-06036,BC-SKL-06039,hard_prerequisite,inferred,Prerequisite for Set up a single definite integral for a rate in minus rate out situation.
BC-PRQ-06002,BC-SKL-06040,supporting,inferred,Prerequisite for Antidifferentiate power functions including negative and fractional exponents.
BC-PRQ-06003,BC-SKL-06041,supporting,inferred,Prerequisite for Antidifferentiate exponential and reciprocal integrands.
BC-PRQ-06004,BC-SKL-06042,supporting,inferred,Prerequisite for Antidifferentiate basic trigonometric integrands.
BC-PRQ-06004,BC-SKL-06043,supporting,inferred,Prerequisite for Antidifferentiate integrands whose antiderivatives are inverse trigonometric.
BC-SKL-06040,BC-SKL-06044,hard_prerequisite,inferred,Prerequisite for Include the constant of integration and determine it from an initial condition.
BC-PRQ-06001,BC-SKL-06047,supporting,inferred,Prerequisite for Select a substitution by identifying an inner function whose derivative appears.
BC-PRQ-06001,BC-SKL-06048,supporting,inferred,Prerequisite for Convert the differential and adjust the constant when substituting.
BC-SKL-06047,BC-SKL-06048,hard_prerequisite,inferred,Prerequisite for Convert the differential and adjust the constant when substituting.
BC-SKL-06048,BC-SKL-06049,hard_prerequisite,inferred,Prerequisite for Back-substitute to express an indefinite integral in the original variable.
BC-SKL-06048,BC-SKL-06050,hard_prerequisite,inferred,Prerequisite for Change the limits of integration when substituting in a definite integral.
BC-SKL-06049,BC-SKL-06051,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral by substitution with back-substitution before the limits are used.
BC-SKL-06050,BC-SKL-06051,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral by substitution with back-substitution before the limits are used.
BC-PRQ-06003,BC-SKL-06052,supporting,inferred,Prerequisite for Apply substitution to an integrand that antidifferentiates to a logarithm.
BC-SKL-06047,BC-SKL-06052,hard_prerequisite,inferred,Prerequisite for Apply substitution to an integrand that antidifferentiates to a logarithm.
BC-SKL-06048,BC-SKL-06052,hard_prerequisite,inferred,Prerequisite for Apply substitution to an integrand that antidifferentiates to a logarithm.
BC-PRQ-06009,BC-SKL-06053,supporting,inferred,Prerequisite for Rewrite an improper rational integrand by polynomial long division.
BC-PRQ-06010,BC-SKL-06054,supporting,inferred,Prerequisite for Complete the square in a quadratic denominator to reach a standard form.
BC-SKL-06043,BC-SKL-06054,hard_prerequisite,inferred,Prerequisite for Complete the square in a quadratic denominator to reach a standard form.
BC-SKL-06047,BC-SKL-06054,hard_prerequisite,inferred,Prerequisite for Complete the square in a quadratic denominator to reach a standard form.
BC-PRQ-06001,BC-SKL-06055,supporting,inferred,Prerequisite for Rewrite an integrand by splitting or expanding before antidifferentiating.
BC-PRQ-06002,BC-SKL-06055,supporting,inferred,Prerequisite for Rewrite an integrand by splitting or expanding before antidifferentiating.
BC-SKL-06040,BC-SKL-06055,hard_prerequisite,inferred,Prerequisite for Rewrite an integrand by splitting or expanding before antidifferentiating.
BC-PRQ-06009,BC-SKL-06056,supporting,inferred,Prerequisite for Decide between rearrangement and substitution for a rational integrand.
BC-PRQ-06010,BC-SKL-06056,supporting,inferred,Prerequisite for Decide between rearrangement and substitution for a rational integrand.
BC-SKL-06047,BC-SKL-06056,hard_prerequisite,inferred,Prerequisite for Decide between rearrangement and substitution for a rational integrand.
BC-SKL-06053,BC-SKL-06056,hard_prerequisite,inferred,Prerequisite for Decide between rearrangement and substitution for a rational integrand.
BC-SKL-06054,BC-SKL-06056,hard_prerequisite,inferred,Prerequisite for Decide between rearrangement and substitution for a rational integrand.
BC-SKL-06040,BC-SKL-06057,hard_prerequisite,inferred,Prerequisite for Choose u and dv for an integration by parts.
BC-SKL-06042,BC-SKL-06057,hard_prerequisite,inferred,Prerequisite for Choose u and dv for an integration by parts.
BC-SKL-06057,BC-SKL-06058,hard_prerequisite,inferred,Prerequisite for Apply the integration by parts formula.
BC-SKL-06058,BC-SKL-06059,hard_prerequisite,inferred,Prerequisite for Apply integration by parts more than once.
BC-SKL-06058,BC-SKL-06060,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral using integration by parts.
BC-SKL-06034,BC-SKL-06060,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral using integration by parts.
BC-PRQ-06005,BC-SKL-06061,supporting,inferred,Prerequisite for Apply integration by parts to an integrand containing an unknown function and its derivative.
BC-SKL-06058,BC-SKL-06061,hard_prerequisite,inferred,Prerequisite for Apply integration by parts to an integrand containing an unknown function and its derivative.
BC-PRQ-06011,BC-SKL-06063,supporting,inferred,Prerequisite for Solve for the constants in a linear partial fraction decomposition.
BC-SKL-06062,BC-SKL-06063,hard_prerequisite,inferred,Prerequisite for Solve for the constants in a linear partial fraction decomposition.
BC-PRQ-06003,BC-SKL-06064,supporting,inferred,Prerequisite for Antidifferentiate a linear partial fraction decomposition.
BC-SKL-06063,BC-SKL-06064,hard_prerequisite,inferred,Prerequisite for Antidifferentiate a linear partial fraction decomposition.
BC-SKL-06052,BC-SKL-06064,hard_prerequisite,inferred,Prerequisite for Antidifferentiate a linear partial fraction decomposition.
BC-PRQ-06003,BC-SKL-06065,supporting,inferred,Prerequisite for Evaluate a definite integral of a rational function by partial fractions.
BC-SKL-06064,BC-SKL-06065,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral of a rational function by partial fractions.
BC-SKL-06034,BC-SKL-06065,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral of a rational function by partial fractions.
BC-SKL-06066,BC-SKL-06067,hard_prerequisite,inferred,Prerequisite for Rewrite an improper integral as a limit of definite integrals.
BC-SKL-06067,BC-SKL-06068,hard_prerequisite,inferred,Prerequisite for Evaluate the limit to determine the value of a convergent improper integral.
BC-SKL-06034,BC-SKL-06068,hard_prerequisite,inferred,Prerequisite for Evaluate the limit to determine the value of a convergent improper integral.
BC-SKL-06067,BC-SKL-06069,hard_prerequisite,inferred,Prerequisite for Conclude that an improper integral diverges.
BC-SKL-06066,BC-SKL-06070,hard_prerequisite,inferred,Prerequisite for Split an improper integral that is improper at more than one place.
BC-SKL-06031,BC-SKL-06070,hard_prerequisite,inferred,Prerequisite for Split an improper integral that is improper at more than one place.
BC-PRQ-06001,BC-SKL-06071,supporting,inferred,Prerequisite for Classify an integrand to select an antidifferentiation technique.
BC-SKL-06047,BC-SKL-06071,hard_prerequisite,inferred,Prerequisite for Classify an integrand to select an antidifferentiation technique.
BC-SKL-06053,BC-SKL-06071,hard_prerequisite,inferred,Prerequisite for Classify an integrand to select an antidifferentiation technique.
BC-SKL-06057,BC-SKL-06071,hard_prerequisite,inferred,Prerequisite for Classify an integrand to select an antidifferentiation technique.
BC-SKL-06062,BC-SKL-06071,hard_prerequisite,inferred,Prerequisite for Classify an integrand to select an antidifferentiation technique.
BC-SKL-06066,BC-SKL-06071,hard_prerequisite,inferred,Prerequisite for Classify an integrand to select an antidifferentiation technique.
BC-SKL-06071,BC-SKL-06072,hard_prerequisite,inferred,Prerequisite for Rule out a technique whose structural precondition is absent.
BC-SKL-06071,BC-SKL-06073,hard_prerequisite,inferred,Prerequisite for Chain two antidifferentiation techniques in one problem.
BC-SKL-06058,BC-SKL-06073,hard_prerequisite,inferred,Prerequisite for Chain two antidifferentiation techniques in one problem.
BC-SKL-06064,BC-SKL-06073,hard_prerequisite,inferred,Prerequisite for Chain two antidifferentiation techniques in one problem.
BC-SKL-06046,BC-SKL-06074,hard_prerequisite,inferred,Prerequisite for Recognise when no elementary technique applies and use an integral or numerical representation.
BC-SKL-06071,BC-SKL-06074,hard_prerequisite,inferred,Prerequisite for Recognise when no elementary technique applies and use an integral or numerical representation.
BC-TOP-0102,BC-SKL-06016,hard_prerequisite,inferred,Limit of a sequence of sums; Unit 1 limit skills do not exist yet so the topic id stands in; unmapped
BC-SKL-01006,BC-SKL-06014,hard_prerequisite,inferred,Evaluating a limit is required before a Riemann sum limit can be read as an integral
BC-TOP-0102,BC-SKL-06067,hard_prerequisite,inferred,"Improper integrals are defined by limits, including limits at infinity; unmapped"
BC-TOP-0115,BC-SKL-06021,supporting,inferred,Continuity on an interval is the hypothesis of the Fundamental Theorem of Calculus part one; unmapped
BC-TOP-0115,BC-SKL-06035,supporting,inferred,Continuity on the closed interval is a hypothesis of the Fundamental Theorem of Calculus part two; unmapped
BC-TOP-0115,BC-SKL-06033,supporting,inferred,Classifying removable and jump discontinuities comes from Unit 1; unmapped
BC-SKL-02027,BC-SKL-06040,hard_prerequisite,inferred,Antiderivative recognition reverses the power rule from Unit 2.
BC-SKL-02035,BC-SKL-06042,hard_prerequisite,inferred,Trigonometric derivative rules read backwards give the basic trigonometric antiderivatives
BC-TOP-0208,BC-SKL-06057,hard_prerequisite,inferred,Integration by parts is the product rule read as an antidifferentiation technique; unmapped
BC-SKL-03002,BC-SKL-06019,hard_prerequisite,inferred,The chain rule supplies the factor when the upper limit of an accumulation function is a function of x.
BC-SKL-03002,BC-SKL-06047,hard_prerequisite,inferred,"Substitution reverses the chain rule, so recognising a composite and its inner derivative comes first."
BC-SKL-03021,BC-SKL-06043,supporting,inferred,Inverse trigonometric derivatives from Unit 3 give the inverse trigonometric antiderivative forms
BC-SKL-05021,BC-SKL-06023,supporting,inferred,Relative extremum reasoning from the sign of a derivative is applied to the accumulation function.
BC-TOP-0506,BC-SKL-06025,supporting,inferred,Concavity from the monotonicity of a derivative is applied to the accumulation function; unmapped
BC-SKL-05029,BC-SKL-06026,supporting,inferred,The candidates test for an absolute extremum on a closed interval is a Unit 5 procedure.
BC-SKL-06034,BC-TOP-0706,hard_prerequisite,inferred,Separation of variables integrates both sides; Unit 7 skills do not exist yet so the topic id stands in; unmapped
BC-SKL-06047,BC-SKL-07024,hard_prerequisite,inferred,Separation of variables usually requires a substitution on one side
BC-SKL-06044,BC-SKL-07029,hard_prerequisite,inferred,A particular solution is selected by determining the constant of integration from an initial condition.
BC-SKL-06064,BC-SKL-07043,hard_prerequisite,inferred,The logistic model is integrated through a linear partial fraction decomposition.
BC-SKL-06036,BC-SKL-08004,hard_prerequisite,inferred,Average value and net change open every Unit 8 application.
BC-SKL-06037,BC-SKL-08009,hard_prerequisite,inferred,Position from velocity with an initial condition is accumulation applied to motion.
BC-SKL-06028,BC-SKL-08019,hard_prerequisite,inferred,Area between curves is a definite integral evaluated by geometry or antidifferentiation
BC-SKL-06034,BC-TOP-0807,hard_prerequisite,inferred,Volumes by cross sections and by revolution are definite integrals evaluated with the Fundamental Theorem of Calculus; unmapped
BC-SKL-06034,BC-SKL-08057,hard_prerequisite,inferred,Arc length of a planar curve is a definite integral.
BC-SKL-06034,BC-SKL-09011,hard_prerequisite,inferred,"Arc length of a parametric curve requires evaluating a definite integral, usually with technology"
BC-SKL-06028,BC-SKL-09035,hard_prerequisite,inferred,Area bounded by a polar curve is a definite integral of one half r squared.
BC-SKL-06047,BC-SKL-10069,hard_prerequisite,inferred,Representing a function as a power series by term by term integration relies on substitution and basic antiderivatives
BC-SKL-06067,BC-SKL-10015,supporting,inferred,The integral test compares a series with an improper integral.
