from,to,type,evidence_tag,note
BC-SKL-01065,BC-SKL-02020,supporting,inferred,Prerequisite for Use differentiability to justify continuity in a written argument.
BC-SKL-01040,BC-SKL-02021,supporting,inferred,Prerequisite for Give a continuous function that fails to be differentiable at a point.
BC-SKL-01010,BC-SKL-02022,supporting,inferred,Prerequisite for Identify a corner from unequal one sided limits of the difference quotient.
BC-PRQ-02001,BC-SKL-02022,supporting,inferred,Prerequisite for Identify a corner from unequal one sided limits of the difference quotient.
BC-SKL-01012,BC-SKL-02023,supporting,inferred,Prerequisite for Identify a vertical tangent as a failure of differentiability.
BC-SKL-01044,BC-SKL-02024,supporting,inferred,Prerequisite for Conclude non-differentiability from a discontinuity.
BC-PRQ-06002,BC-SKL-02025,supporting,inferred,Prerequisite for Differentiate a power function with an integer exponent.
BC-PRQ-06002,BC-SKL-02026,supporting,inferred,Prerequisite for Differentiate a power function after rewriting a radical or a reciprocal as a power.
BC-SKL-02009,BC-SKL-02027,hard_prerequisite,inferred,Prerequisite for Derive a power rule case from the limit definition.
BC-PRQ-02004,BC-SKL-02028,supporting,inferred,Prerequisite for Differentiate a constant function.
BC-PRQ-02004,BC-SKL-02029,supporting,inferred,Prerequisite for Apply the constant multiple rule.
BC-SKL-01018,BC-SKL-02030,supporting,inferred,Prerequisite for Apply the sum and difference rules.
BC-SKL-02025,BC-SKL-02031,hard_prerequisite,inferred,Prerequisite for Differentiate a polynomial function.
BC-PRQ-01005,BC-SKL-02032,supporting,inferred,Prerequisite for Differentiate sine and cosine.
BC-PRQ-06002,BC-SKL-02033,supporting,inferred,Prerequisite for Differentiate the natural exponential function.
BC-PRQ-06003,BC-SKL-02034,supporting,inferred,Prerequisite for Differentiate the natural logarithm.
BC-SKL-02006,BC-SKL-02035,hard_prerequisite,inferred,Prerequisite for Evaluate a limit by recognising it as the derivative of a known function.
BC-PRQ-02005,BC-SKL-02035,supporting,inferred,Prerequisite for Evaluate a limit by recognising it as the derivative of a known function.
BC-SKL-02031,BC-SKL-02036,hard_prerequisite,inferred,Prerequisite for Apply the product rule to a product of two differentiable functions.
BC-SKL-02036,BC-SKL-02037,hard_prerequisite,inferred,Prerequisite for Apply the product rule with values supplied by a table or a graph.
BC-SKL-02031,BC-SKL-02038,hard_prerequisite,inferred,Prerequisite for Decide whether to expand a product or to apply the product rule.
BC-SKL-02036,BC-SKL-02039,hard_prerequisite,inferred,Prerequisite for Apply the quotient rule to a quotient of two differentiable functions.
BC-SKL-02039,BC-SKL-02040,hard_prerequisite,inferred,Prerequisite for Keep the order of the terms in the quotient rule numerator.
BC-SKL-02039,BC-SKL-02041,hard_prerequisite,inferred,Prerequisite for Apply the quotient rule with values supplied by a table or a graph.
BC-SKL-02029,BC-SKL-02042,hard_prerequisite,inferred,Prerequisite for Rewrite a quotient with a constant denominator instead of using the quotient rule.
BC-PRQ-02002,BC-SKL-02043,supporting,inferred,"Prerequisite for Rewrite tangent, cotangent, secant, and cosecant using sine and cosine."
BC-SKL-02043,BC-SKL-02044,hard_prerequisite,inferred,Prerequisite for Differentiate tangent and cotangent.
BC-SKL-02039,BC-SKL-02044,hard_prerequisite,inferred,Prerequisite for Differentiate tangent and cotangent.
BC-SKL-02043,BC-SKL-02045,hard_prerequisite,inferred,Prerequisite for Differentiate secant and cosecant.
BC-SKL-02039,BC-SKL-02045,hard_prerequisite,inferred,Prerequisite for Differentiate secant and cosecant.
BC-PRQ-02002,BC-SKL-02046,supporting,inferred,Prerequisite for Select the identity that makes a trigonometric expression differentiable by rule.
BC-SKL-02001,BC-SKL-02006,hard_prerequisite,inferred,The limit form of the derivative is built on the increment difference quotient.
BC-SKL-02002,BC-SKL-02007,hard_prerequisite,inferred,The two point limit form is built on the two point difference quotient.
BC-SKL-02006,BC-SKL-02008,hard_prerequisite,inferred,The derivative function generalises the derivative at a point.
BC-SKL-02006,BC-SKL-02007,co_requisite,inferred,The two forms of the definition are equivalent and are learned together.
BC-SKL-02004,BC-SKL-02005,hard_prerequisite,inferred,Separating the two kinds of rate precedes writing the limit that connects them.
BC-SKL-02012,BC-SKL-02013,hard_prerequisite,inferred,The tangent line uses the derivative read as a slope.
BC-SKL-02016,BC-SKL-02014,hard_prerequisite,inferred,The interval must be chosen before the estimate is computed.
BC-SKL-02014,BC-SKL-02015,co_requisite,inferred,The units are demanded with the estimate in the same part.
BC-SKL-02019,BC-SKL-02020,hard_prerequisite,inferred,Using the implication in an argument rests on stating it.
BC-SKL-02019,BC-SKL-02024,hard_prerequisite,inferred,The contrapositive rests on the implication.
BC-SKL-02021,BC-SKL-02022,supporting,inferred,Examples of non-differentiability are analysed through the one sided difference quotients.
BC-SKL-02025,BC-SKL-02026,hard_prerequisite,inferred,The rewriting case extends the integer exponent case.
BC-SKL-02029,BC-SKL-02031,hard_prerequisite,inferred,Polynomial differentiation combines the power rule with the constant multiple rule.
BC-SKL-02030,BC-SKL-02031,hard_prerequisite,inferred,Polynomial differentiation combines the power rule with the sum rule.
BC-SKL-02036,BC-SKL-02037,hard_prerequisite,inferred,Evaluating from supplied values applies the rule.
BC-SKL-02039,BC-SKL-02041,hard_prerequisite,inferred,Evaluating from supplied values applies the rule.
BC-SKL-02039,BC-SKL-02044,hard_prerequisite,inferred,The tangent and cotangent derivatives are obtained by the quotient rule.
BC-SKL-02039,BC-SKL-02045,hard_prerequisite,inferred,The secant and cosecant derivatives are obtained by the quotient rule.
BC-SKL-02043,BC-SKL-02046,hard_prerequisite,inferred,Selecting an identity rests on being able to carry out the rewriting.
BC-SKL-02032,BC-SKL-02044,supporting,inferred,The sine and cosine derivatives feed the quotient rule computation.
BC-SKL-02008,BC-SKL-02035,supporting,inferred,Recognising a limit as a derivative rests on the definition being fluent in both directions.
BC-SKL-02019,BC-TOP-0116,supporting,inferred,Differentiability supplies the continuity hypothesis of the Intermediate Value Theorem at Unit 1 topic 1.16; unmapped
BC-SKL-02009,BC-TOP-0301,hard_prerequisite,inferred,The limit definition underlies the chain rule development at Unit 3 topic 3.1; unmapped
BC-SKL-02036,BC-TOP-0302,hard_prerequisite,inferred,Implicit differentiation at Unit 3 topic 3.2 applies the product rule to mixed terms; unmapped
BC-SKL-02039,BC-SKL-03020,hard_prerequisite,inferred,Derivatives of inverse functions at Unit 3 topic 3.3 rest on the quotient and chain rules.
BC-SKL-02013,BC-SKL-04030,hard_prerequisite,inferred,Linear approximation at Unit 4 topic 4.6 is the tangent line used as an estimate.
BC-SKL-02003,BC-SKL-04002,hard_prerequisite,inferred,Interpreting a derivative in context with units is the subject of Unit 4 topic 4.1
BC-SKL-02014,BC-TOP-0402,supporting,inferred,Estimating a derivative from a table supports the motion analysis of Unit 4 topic 4.2; unmapped
BC-SKL-02008,BC-TOP-0407,supporting,inferred,L'Hospital's rule at Unit 4 topic 4.7 replaces the algebraic handling of indeterminate forms that Unit 1 and the derivative definition use; unmapped
BC-SKL-02031,BC-TOP-0502,hard_prerequisite,inferred,The first derivative test at Unit 5 topic 5.2 needs the derivative of the given rule; unmapped
BC-SKL-02019,BC-SKL-05001,hard_prerequisite,inferred,The Mean Value Theorem at Unit 5 topic 5.1 carries both a continuity and a differentiability hypothesis.
BC-SKL-02025,BC-TOP-0607,hard_prerequisite,inferred,Antiderivative recognition at Unit 6 reverses the power rule; unmapped
BC-SKL-02032,BC-TOP-0607,hard_prerequisite,inferred,Antiderivative recognition at Unit 6 reverses the basic transcendental derivatives; unmapped
BC-SKL-02036,BC-TOP-0611,hard_prerequisite,inferred,Integration by parts at Unit 6 topic 6.11 is the product rule read as an antidifferentiation technique; unmapped
BC-SKL-02013,BC-SKL-07009,supporting,inferred,Slope fields at Unit 7 topic 7.2 read a differential equation as a prescription of tangent slopes.
BC-SKL-02008,BC-SKL-10045,supporting,inferred,Taylor polynomials at Unit 10 are built from derivative values at a base point
